nome,instituicao_ensino_aluno,idade_aluno,anos_pm,ponto_virada,inde,inde_conceito,pedra,destaque_ieg,destaque_ida,destaque_ipv,iaa,ieg,ips,ida,ipp,ipv,ian,ano,fase,turma,sinalizador_ingressante,rec_equipe_1,rec_equipe_2,rec_equipe_3,rec_equipe_4,nivel_ideal,defasagem,ano_ingresso,bolsista,cg,cf,ct,nota_port,nota_mat,nota_ing,qtd_aval,rec_ava_1,rec_ava_2,rec_ava_3,rec_ava_4,indicado_bolsa,grupo_fase,saiu,atencao,destaque
ALUNO-1200,Escola Pública,16,2,False,7.520000166666667,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.91667,7.6,6.25,5.833333333333333,7.5,8.333332500000001,10.0,2020,6,B,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,True,False,False
ALUNO-1205,Escola Pública,9,1,True,8.962503,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.00002,9.5,7.5,10.0,8.125,9.000005,10.0,2020,1,A,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,False,False,False
ALUNO-1215,Escola Pública,10,1,True,8.700001,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,10.0,9.5,7.5,10.0,7.5,9.000005,5.0,2020,1,D,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,False,False,False
ALUNO-1216,UNISA,18,1,True,7.218335,C,Ágata,Ponto a melhorar em 2021: Melhorar o seu engajamento nas ações de voluntariado.,Seu destaque em 2020: As suas boas notas na Faculdade.,,9.58335,0.0,7.5,9.4,0.0,0.0,10.0,2020,8,A,,,,,,,,,True,,,,,,,,,,,,,Fase 8,True,False,False
ALUNO-1217,Rede Decisão/União,13,4,True,8.443336,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.33334,8.8,4.375,8.0,9.375,9.37501,10.0,2020,3,A,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,False,False,False
ALUNO-1218,Rede Decisão/União,17,3,True,8.840628,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.16668,9.5,7.5,7.5,8.90625,9.416675000000001,10.0,2020,7,B,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,True,False,False
ALUNO-1219,Escola Pública,13,3,True,7.974724666666667,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.33334,9.7,7.5,3.8333333333333335,8.958333333333332,8.944453333333334,10.0,2020,4,B,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,False,False,False
ALUNO-1222,Rede Decisão/União,17,4,False,7.533542000000001,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.16668,6.6,6.875,7.0,7.34375,7.374995,10.0,2020,7,B,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,True,False,False
ALUNO-1223,Escola Pública,11,1,True,8.350558000000001,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.500020000000001,8.6,7.5,9.5,8.75,8.77778,5.0,2020,1,R,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,False,False,False
ALUNO-1225,Escola Pública,14,1,False,5.984724,D,Quartzo,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,6.9166799999999995,8.0,7.5,0.0,8.541666666666666,7.944446666666668,5.0,2020,2,P,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,True,False,False
ALUNO-1226,Escola Pública,11,1,False,8.129724666666668,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.500020000000001,8.1,5.625,9.5,8.75,8.611113333333334,5.0,2020,1,R,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,False,False,False
ALUNO-1228,Escola Pública,11,1,False,7.600000666666667,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,6.91668,8.5,7.5,6.5,7.916666666666667,6.833329999999999,10.0,2020,2,N,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,False,False,False
ALUNO-1229,Escola Pública,9,2,False,7.917778666666665,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.500020000000001,9.2,5.625,8.0,5.208333333333333,7.222216666666665,10.0,2020,1,J,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,False,False,False
ALUNO-1230,Rede Decisão/União,12,3,False,7.5670823333333335,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,6.24999,9.7,7.5,4.666666666666667,8.4375,7.375,10.0,2020,3,L,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,False,False,False
ALUNO-1231,Escola Pública,12,3,False,6.004166000000001,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,0.0,7.0,4.375,7.0,6.666666666666666,7.999996666666666,5.0,2020,2,E,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,False,True,False
ALUNO-1232,Escola Pública,12,1,False,6.008751,D,Quartzo,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.500020000000001,8.2,7.5,0.0,7.1875,7.249995,5.0,2020,2,H,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,False,True,False
ALUNO-1237,Escola Pública,13,1,False,6.985000666666666,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.9166799999999995,8.3,7.5,5.5,7.5,7.166663333333332,5.0,2020,2,G,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,False,False,False
ALUNO-1238,Escola Pública,8,2,False,8.539168,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.4166799999999995,8.8,7.5,10.0,6.875,8.0,10.0,2020,1,F,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,True,False,False
ALUNO-1241,Escola Pública,11,2,False,4.179721333333333,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,0.0,2.1,7.5,0.0,6.875,6.611106666666666,10.0,2020,2,G,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,True,True,False
ALUNO-1244,Escola Pública,9,1,False,8.742502,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.500020000000001,8.9,7.5,9.5,8.125,7.75,10.0,2020,1,B,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,False,False,False
ALUNO-1248,Rede Decisão/União,13,3,False,8.442778666666667,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.16668,9.2,6.875,7.666666666666667,8.541666666666666,8.055553333333332,10.0,2020,3,G,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,False,True,False
ALUNO-1249,Rede Decisão/União,14,3,True,8.006044,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.16668,7.9,6.25,6.0,8.59375,9.125005,10.0,2020,5,F,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,True,False,False
ALUNO-1250,Escola Pública,13,1,False,6.484720666666667,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,6.66666,5.0,7.5,3.3333333333333335,8.125,7.94444,10.0,2020,3,R,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,False,False,False
ALUNO-1251,Escola Pública,14,0,False,7.613959833333333,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.16668,6.7,10.0,7.666666666666667,7.65625,7.7916675,5.0,2020,3,M,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,False,False,False
ALUNO-1252,Escola Pública,16,2,False,5.802082833333333,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,0.0,6.5,7.5,3.1666666666666665,7.1875,6.9999975,10.0,2020,6,B,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,True,False,False
ALUNO-1253,Escola Pública,10,1,False,7.429166,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.500020000000001,10.0,5.625,10.0,2.5,6.3333200000000005,5.0,2020,0,G,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,True,False,False
ALUNO-1254,Escola Pública,12,2,False,6.518752000000001,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.500020000000001,3.5,6.875,8.0,7.8125,7.0,5.0,2020,2,D,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,False,False,False
ALUNO-1256,Escola Pública,15,2,False,5.397779,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.91667,4.6,7.5,0.0,7.916666666666668,8.222226666666668,5.0,2020,4,A,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,False,False,False
ALUNO-1257,Escola Pública,14,1,False,7.6402085,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,10.0,6.8,7.5,8.0,7.96875,8.166667499999999,5.0,2020,3,M,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,True,False,False
ALUNO-1260,Escola Pública,10,0,False,7.975835333333333,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.500020000000001,8.9,7.5,9.0,7.291666666666667,7.333333333333333,5.0,2020,1,C,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,False,False,False
ALUNO-1261,Rede Decisão/União,15,4,False,5.436457833333335,D,Quartzo,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.91667,7.5,3.125,0.6666666666666666,6.40625,5.2916625,10.0,2020,5,G,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,True,False,False
ALUNO-1262,Escola Pública,15,0,False,6.840279333333333,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.33334,9.0,7.5,2.6666666666666665,8.125,8.055560000000002,5.0,2020,4,A,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,True,False,False
ALUNO-1264,Escola Pública,10,1,False,8.110555333333334,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,10.0,8.4,7.5,9.5,7.916666666666668,7.444443333333333,5.0,2020,1,H,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,False,False,False
ALUNO-1265,Escola Pública,16,1,False,8.124446333333335,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.75001,9.9,7.5,7.666666666666667,8.749999999999998,8.055560000000002,5.0,2020,4,B,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,True,False,False
ALUNO-1266,Escola Pública,12,2,False,7.463612666666667,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.500020000000001,8.7,5.0,7.5,7.291666666666667,8.22222,5.0,2020,2,R,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,False,False,False
ALUNO-1270,Escola Pública,10,1,False,7.448612666666667,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.500020000000001,6.5,7.5,6.0,7.708333333333334,7.888886666666666,10.0,2020,2,E,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,True,False,False
ALUNO-1274,Escola Pública,15,1,True,7.942502666666667,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.16668,8.4,7.5,7.333333333333333,8.958333333333332,8.666673333333334,5.0,2020,4,A,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,True,False,False
ALUNO-1275,Escola Pública,9,1,False,8.71875,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10.0,8.5,7.5,10.0,7.1875,7.75,10.0,2020,1,G,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,False,False,False
ALUNO-1277,Escola Pública,13,3,True,7.639723666666667,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.08333,5.9,5.0,7.666666666666667,8.958333333333332,9.111120000000001,10.0,2020,3,E,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,True,False,False
ALUNO-1278,Escola Pública,9,1,False,7.31667,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.000020000000001,10.0,7.5,10.0,2.5,4.58334,5.0,2020,0,H,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,False,False,False
ALUNO-1281,Escola Pública,16,2,True,8.381459166666666,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.91667,9.1,7.5,6.833333333333333,8.28125,9.125002499999999,10.0,2020,7,A,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,True,False,False
ALUNO-1282,Rede Decisão/União,7,0,False,6.301668,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.9166799999999995,8.8,2.5,8.5,2.5,2.75,10.0,2020,0,A,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,True,True,False
ALUNO-1284,Escola Pública,16,0,False,6.793611,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.75001,8.6,7.5,4.333333333333333,7.708333333333334,6.555550000000001,5.0,2020,5,A,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,True,False,False
ALUNO-1285,Escola Pública,8,0,False,8.61125,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.000020000000001,9.9,7.5,9.0,7.8125,6.99999,10.0,2020,0,H,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,False,False,False
ALUNO-1287,Escola Pública,10,0,False,7.16667,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.500020000000001,10.0,7.5,8.5,2.5,5.58334,5.0,2020,0,A,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,False,False,False
ALUNO-1288,Rede Decisão/União,16,4,False,6.7287490000000005,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,0.0,7.8,7.5,6.0,7.1875,7.499995,10.0,2020,6,B,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,False,False,False
ALUNO-1289,Escola Pública,12,0,False,6.1200013333333345,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.500020000000001,7.1,7.5,3.0,6.666666666666667,6.666663333333334,5.0,2020,2,L,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,False,False,False
ALUNO-1290,FIAP,18,2,True,7.183334,C,Ágata,Ponto a melhorar em 2021: Melhorar o seu engajamento nas ações de voluntariado.,Seu destaque em 2020: As suas boas notas na Faculdade.,,8.33334,0.0,8.75,9.0,0.0,0.0,10.0,2020,8,A,,,,,,,,,True,,,,,,,,,,,,,Fase 8,True,False,False
ALUNO-1291,Escola Pública,9,0,False,8.050834666666667,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,6.9166799999999995,6.9,7.5,10.0,7.291666666666667,7.5,10.0,2020,1,K,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,True,False,False
ALUNO-1292,Escola Pública,11,1,False,8.949445333333333,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10.0,9.4,7.5,9.0,8.75,8.222226666666668,10.0,2020,2,P,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,False,False,False
ALUNO-1293,Escola Pública,12,1,False,3.8519446666666672,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,0.0,1.1,7.5,0.0,7.708333333333334,8.055556666666668,5.0,2020,2,C,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,True,True,False
ALUNO-1294,Escola Pública,16,1,False,4.4933325,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.91667,2.8,5.0,0.0,6.25,5.0833275,10.0,2020,6,B,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,True,False,False
ALUNO-1296,Escola Pública,10,1,False,6.846252000000001,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.500020000000001,8.7,5.625,5.75,5.9375,7.25,5.0,2020,1,A,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,False,False,False
ALUNO-1297,Escola Pública,18,1,False,7.080833833333334,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.91667,8.3,6.875,5.666666666666667,7.5,7.7916675,5.0,2020,7,B,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,True,False,False
ALUNO-1298,Escola Pública,8,1,False,8.546669,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.500020000000001,9.9,7.5,9.0,7.5,6.583335,10.0,2020,0,F,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,False,False,False
ALUNO-1299,Rede Decisão/União,14,3,False,7.819792333333333,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.91667,8.5,7.5,5.166666666666667,8.28125,8.583335,10.0,2020,6,A,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,False,False,False
ALUNO-1302,Escola Pública,11,1,False,4.3272233333333325,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.000020000000001,0.9,7.5,0.0,7.083333333333334,6.944439999999998,5.0,2020,1,R,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,False,True,False
ALUNO-1303,Escola Pública,13,4,False,6.217502,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.000020000000001,7.9,4.375,3.0,5.0,8.5,5.0,2020,2,H,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,True,False,False
ALUNO-1309,Escola Pública,17,1,False,7.887501166666667,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.5,8.0,7.5,6.833333333333333,8.125,8.0416725,10.0,2020,7,A,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,True,False,False
ALUNO-1313,Escola Pública,14,0,False,5.189999333333334,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.33334,5.2,5.0,2.1666666666666665,7.5,5.666660000000001,5.0,2020,3,H,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,True,False,False
ALUNO-1315,Rede Decisão/União,12,4,False,5.655001,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.000020000000001,6.9,5.0,4.5,3.75,5.999995,5.0,2020,2,B,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,False,True,False
ALUNO-1316,Escola Pública,10,1,False,8.500003,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.500020000000001,10.0,7.5,10.0,7.5,7.750005,5.0,2020,0,B,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,True,False,False
ALUNO-1318,Estácio,20,4,True,7.255001,C,Ágata,Ponto a melhorar em 2021: Melhorar o seu engajamento nas ações de voluntariado.,Seu destaque em 2020: As suas boas notas na Faculdade.,,8.75001,0.0,7.5,9.7,0.0,0.0,10.0,2020,8,A,,,,,,,,,True,,,,,,,,,,,,,Fase 8,True,False,False
ALUNO-1319,Escola Pública,10,1,False,7.898334666666667,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,6.41668,9.2,6.875,10.0,7.291666666666667,7.5,5.0,2020,1,J,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,False,False,False
ALUNO-1323,Escola Pública,10,1,False,8.049168666666667,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.000020000000001,9.1,4.375,10.0,7.916666666666668,8.0,5.0,2020,1,N,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,False,False,False
