nome,instituicao_ensino_aluno,idade_aluno,anos_pm,ponto_virada,inde,inde_conceito,pedra,destaque_ieg,destaque_ida,destaque_ipv,iaa,ieg,ips,ida,ipp,ipv,ian,ano,fase,turma,sinalizador_ingressante,rec_equipe_1,rec_equipe_2,rec_equipe_3,rec_equipe_4,nivel_ideal,defasagem,ano_ingresso,bolsista,cg,cf,ct,nota_port,nota_mat,nota_ing,qtd_aval,rec_ava_1,rec_ava_2,rec_ava_3,rec_ava_4,indicado_bolsa,grupo_fase,saiu,atencao,destaque
ALUNO-1,Escola Pública,11,2,False,7.883752,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.500020000000001,8.7,7.5,7.0,5.9375,7.75,10.0,2020,2,H,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,False,False,False
ALUNO-3,Escola Pública,12,2,False,7.856389666666667,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.91667,8.9,7.5,5.5,8.125,8.111113333333334,10.0,2020,3,H,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,False,False,False
ALUNO-4,Escola Pública,10,2,False,5.076252,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.000020000000001,4.1,6.875,0.0,7.1875,7.75,5.0,2020,1,D,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,True,False,False
ALUNO-5,Escola Pública,10,1,False,8.077085,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.50002,8.0,7.5,7.5,8.4375,8.166665,10.0,2020,2,M,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,False,False,False
ALUNO-8,Rede Decisão/União,14,3,True,8.381390666666668,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.33334,9.9,4.375,7.333333333333333,8.749999999999998,8.94445,10.0,2020,4,L,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,False,False,False
ALUNO-10,Escola Pública,13,1,False,5.1618745,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,5.83333,5.2,3.75,0.0,7.96875,6.8333325,10.0,2020,3,B,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,True,False,False
ALUNO-11,Escola Pública,8,0,True,9.712502,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.000020000000001,10.0,8.125,10.0,10.0,10.0,10.0,2020,0,A,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,False,False,True
ALUNO-12,Rede Decisão/União,14,3,False,5.838887333333334,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,6.25,6.0,5.625,6.666666666666667,5.624999999999999,5.277770000000001,5.0,2020,3,G,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,True,False,False
ALUNO-14,Escola Pública,11,2,False,6.434585,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.000020000000001,7.6,6.875,0.0,8.4375,7.916665,10.0,2020,2,M,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,True,False,False
ALUNO-15,Escola Pública,12,1,False,5.162502,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.500020000000001,4.0,7.5,0.0,8.125,7.25,5.0,2020,2,D,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,True,False,False
ALUNO-17,Escola Pública,13,2,False,7.766252,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.500020000000001,6.8,7.5,10.0,6.5625,7.75,5.0,2020,1,G,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,False,False,False
ALUNO-18,Escola Pública,14,3,False,7.205557666666667,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.58335,7.0,7.5,6.5,7.083333333333334,7.944446666666665,5.0,2020,3,E,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,False,False,False
ALUNO-28,Rede Decisão/União,13,2,True,9.354725666666667,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.58335,9.6,6.875,9.0,10.0,9.944453333333334,10.0,2020,3,J,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,False,False,False
ALUNO-30,Escola Pública,7,0,False,7.125001,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.9166799999999995,10.0,7.5,4.75,2.5,6.916665,10.0,2020,0,C,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,True,False,False
ALUNO-33,Escola Pública,13,0,False,7.013888333333333,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,6.66667,4.5,7.5,8.666666666666666,7.083333333333334,6.277773333333332,10.0,2020,3,E,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,True,False,False
ALUNO-34,Escola Pública,12,2,False,7.698890666666667,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.500020000000001,9.3,6.875,7.0,8.125,7.944443333333334,5.0,2020,2,C,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,False,False,False
ALUNO-35,Escola Pública,18,3,False,6.64396,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.75001,6.1,6.25,5.0,7.65625,8.29167,5.0,2020,7,B,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,False,True,False
ALUNO-36,Escola Pública,14,1,False,8.307780333333334,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.58335,9.9,7.5,8.0,8.749999999999998,8.222226666666668,5.0,2020,3,C,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,False,False,False
ALUNO-37,Escola Pública,10,2,False,6.678889333333333,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10.0,7.7,4.375,2.5,6.458333333333333,7.77778,10.0,2020,2,N,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,False,False,False
ALUNO-39,Escola Pública,13,3,False,8.131388333333334,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,6.24999,9.4,7.5,8.333333333333334,8.541666666666666,6.777780000000001,10.0,2020,3,F,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,True,False,False
ALUNO-41,Escola Pública,11,0,False,7.460002,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.000020000000001,8.3,7.5,7.25,7.5,7.75,5.0,2020,1,D,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,False,False,False
ALUNO-43,Escola Pública,13,2,False,7.8052090000000005,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.5,7.5,7.5,7.0,7.96875,8.04167,10.0,2020,4,F,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,True,False,False
ALUNO-44,Escola Pública,9,0,False,6.218335,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.000020000000001,6.8,7.5,0.0,6.25,7.916665,10.0,2020,1,M,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,True,False,False
ALUNO-45,Escola Pública,11,1,False,6.631252,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.500020000000001,1.0,7.5,10.0,7.8125,7.75,5.0,2020,1,G,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,True,False,False
ALUNO-46,Escola Pública,8,0,False,6.966669,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.500020000000001,10.0,7.5,0.0,7.5,7.583335,10.0,2020,0,C,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,False,False,False
ALUNO-51,Escola Pública,8,1,False,8.955835,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.500020000000001,9.8,7.5,10.0,8.125,7.416665,10.0,2020,0,D,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,False,False,False
ALUNO-52,Escola Pública,10,2,False,8.181110666666667,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10.0,8.6,6.25,7.0,7.916666666666668,8.22222,10.0,2020,2,F,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,True,False,False
ALUNO-53,Einstein,15,4,True,6.306667999999999,A,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.16668,10.0,7.5,8.2,0.0,0.0,10.0,2020,5,X,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,True,True,False
ALUNO-55,Rede Decisão/União,17,3,True,6.878125166666666,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,0.0,9.0,7.5,6.333333333333333,8.28125,8.666667499999999,5.0,2020,6,C,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,False,False,False
ALUNO-57,Rede Decisão/União,16,2,False,7.311667166666667,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.33334,7.1,6.25,5.833333333333333,7.5,7.5833325,10.0,2020,6,B,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,False,False,False
ALUNO-59,Escola Pública,13,0,False,6.563055666666667,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.75001,3.6,7.5,6.0,7.291666666666667,6.444439999999998,10.0,2020,3,E,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,True,False,False
ALUNO-60,Rede Decisão/União,17,4,False,7.679582333333332,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.5,9.7,6.875,6.666666666666667,8.4375,8.124995,5.0,2020,5,F,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,False,False,False
ALUNO-61,Escola Pública,10,0,False,5.604168666666667,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.000020000000001,6.5,7.5,0.0,6.875,7.333333333333333,5.0,2020,1,N,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,False,False,False
ALUNO-62,Escola Pública,12,0,False,6.330001333333334,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.9166799999999995,6.9,7.5,3.5,7.083333333333333,7.5,5.0,2020,2,L,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,False,False,False
ALUNO-68,Escola Pública,10,0,False,5.988752,D,Quartzo,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.000020000000001,7.6,7.5,0.0,7.1875,8.0,5.0,2020,1,F,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,True,False,False
ALUNO-71,Escola Pública,10,1,False,7.550001,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.500020000000001,10.0,5.0,9.5,2.5,7.749995,5.0,2020,0,A,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,False,True,False
ALUNO-75,Rede Decisão/União,11,1,True,9.687502,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10.0,10.0,10.0,9.0,9.375,9.75001,10.0,2020,3,L,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,False,False,False
ALUNO-76,Escola Pública,7,0,False,8.958334,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.91668,10.0,10.0,10.0,7.5,6.58333,10.0,2020,0,B,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,False,False,True
ALUNO-78,Escola Pública,10,3,False,7.352085000000001,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.500020000000001,9.0,7.5,5.5,7.1875,7.666665,5.0,2020,1,A,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,False,False,False
ALUNO-80,Escola Pública,10,1,False,6.499723333333334,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,6.9166799999999995,9.2,7.5,0.0,7.291666666666667,7.444443333333333,10.0,2020,2,N,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,True,False,False
ALUNO-81,Escola Pública,15,1,True,7.386391000000001,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,5.41667,8.8,7.5,6.0,8.125,9.11112,5.0,2020,4,L,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,False,False,False
ALUNO-82,Escola Pública,9,0,False,7.954169,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.500020000000001,10.0,7.5,8.5,6.875,7.333335,5.0,2020,0,D,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,True,False,False
ALUNO-83,Rede Decisão/União,14,4,True,8.155003333333333,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.16668,9.4,5.625,5.333333333333333,8.958333333333332,9.166676666666666,10.0,2020,4,B,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,False,False,False
ALUNO-84,Escola Pública,8,0,False,8.750001000000001,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.000020000000001,10.0,10.0,8.5,7.5,6.999995,10.0,2020,0,B,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,False,False,False
ALUNO-85,Escola Pública,9,1,False,7.263334,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.500020000000001,9.9,2.5,10.0,2.5,6.66666,5.0,2020,0,D,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,False,True,False
ALUNO-86,Escola Pública,17,1,False,5.688333833333334,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.33334,4.9,7.5,3.6666666666666665,7.5,5.7083325,5.0,2020,6,A,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,True,False,False
ALUNO-87,Rede Decisão/União,14,4,True,8.188612666666666,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.33334,9.2,5.625,6.666666666666667,8.749999999999998,8.722226666666666,10.0,2020,4,L,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,False,False,False
ALUNO-88,Rede Decisão/União,11,2,True,9.040418,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10.0,9.4,7.5,9.5,5.9375,9.58334,10.0,2020,2,D,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,False,False,False
ALUNO-89,Escola Pública,9,1,False,7.9375,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,10.0,10.0,7.5,7.5,6.875,7.5,5.0,2020,0,G,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,True,False,False
ALUNO-90,Escola Pública,14,1,False,7.073542833333333,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.33334,5.8,7.5,7.666666666666667,7.96875,7.5000025,5.0,2020,3,M,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,False,False,False
ALUNO-91,Escola Pública,10,2,False,6.846668,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.000020000000001,6.4,6.875,4.5,5.625,7.58333,10.0,2020,2,H,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,False,True,False
ALUNO-94,Escola Pública,12,1,False,6.755208500000001,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.08333,6.0,7.5,4.0,7.96875,7.5000025,10.0,2020,3,B,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,False,False,False
ALUNO-95,Escola Pública,15,1,False,7.336876333333333,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.58335,8.2,7.5,6.666666666666667,7.96875,6.791665,5.0,2020,3,A,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,False,False,False
ALUNO-96,Escola Pública,18,1,True,6.432501,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.16668,6.1,6.875,3.0,7.5,8.791664999999998,5.0,2020,7,A,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,True,False,False
ALUNO-97,Escola Pública,12,2,False,7.393752,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.500020000000001,8.0,7.5,6.0,8.4375,7.75,5.0,2020,2,D,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,False,False,False
ALUNO-100,Escola Pública,12,2,False,6.908335000000001,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.000020000000001,6.5,4.375,7.5,6.875,7.916665,5.0,2020,1,M,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,False,True,False
ALUNO-102,Escola Pública,9,0,False,7.966668666666667,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.000020000000001,8.5,7.5,7.0,7.5,7.833333333333333,10.0,2020,1,J,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,False,False,False
ALUNO-103,Escola Pública,8,0,False,8.597919000000001,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.000020000000001,10.0,7.5,8.5,7.8125,7.333335,10.0,2020,0,F,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,False,False,False
ALUNO-105,Escola Pública,13,0,False,8.516877,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.16668,9.6,7.5,8.0,7.96875,7.66667,10.0,2020,3,B,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,False,False,False
ALUNO-106,Escola Pública,10,0,False,8.450002,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.500020000000001,10.0,7.5,10.0,7.5,7.5,5.0,2020,0,H,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,False,False,False
ALUNO-111,Escola Pública,14,0,False,6.8535425,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.91667,7.7,7.5,4.5,7.96875,7.8750025,5.0,2020,3,L,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,False,False,False
ALUNO-112,Escola Pública,14,2,False,6.448887666666666,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.91667,6.8,4.375,5.333333333333333,7.708333333333334,7.611103333333333,5.0,2020,3,H,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,False,False,False
ALUNO-113,Escola Pública,11,1,False,7.693335000000001,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.500020000000001,8.8,7.5,7.5,7.5,7.916665,5.0,2020,1,M,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,False,False,False
ALUNO-115,Escola Pública,15,1,False,5.331389333333333,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.16668,1.9,6.875,5.166666666666667,7.916666666666667,5.111106666666666,5.0,2020,4,A,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,True,False,False
ALUNO-117,Escola Pública,10,0,False,8.032085,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.000020000000001,8.9,7.5,9.5,7.1875,7.916665,5.0,2020,1,M,,,,,,,,,True,,,,,,,,,,,,,Fases 1-7,False,False,False
